student_id,course_code,session,mid1,mid2,assignment,final,total_marks,grade
202324_138,CS301,2023-24,20.5,24.9,9.5,60.4,68.4,BC
202324_139,CS301,2023-24,20.5,17.8,10.0,55.7,62.1,BC
202324_140,CS301,2023-24,24.1,19.6,7.3,56.7,68.2,BC
202324_141,CS301,2023-24,15.4,20.1,5.4,53.1,47.6,CD
202324_142,CS301,2023-24,17.4,6.8,6.4,64.8,55.9,C
202324_143,CS301,2023-24,19.5,12.7,5.7,73.2,63.8,BC
202324_144,CS301,2023-24,11.5,12.1,4.8,51.7,42.2,D
202324_145,CS301,2023-24,14.8,15.5,5.2,29.9,41.1,D
202324_146,CS301,2023-24,23.0,21.0,6.8,77.1,75.9,AB
202324_147,CS301,2023-24,16.0,11.2,6.2,36.1,43.9,D
202324_148,CS301,2023-24,27.6,19.1,8.7,75.3,70.8,AB
202324_149,CS301,2023-24,12.6,18.9,6.0,49.5,55.2,C
202324_150,CS301,2023-24,11.2,16.9,7.0,53.2,50.5,CD
202324_151,CS301,2023-24,30.0,20.0,10.0,46.9,68.5,BC
202324_152,CS301,2023-24,11.8,21.0,4.9,61.9,59.6,C
202324_153,CS301,2023-24,18.5,25.0,8.4,53.6,62.0,BC
202324_154,CS301,2023-24,19.5,13.8,6.5,45.7,53.2,C
202324_155,CS301,2023-24,12.4,19.0,5.5,50.6,50.7,CD
202324_156,CS301,2023-24,17.0,12.1,3.7,37.6,36.7,D
202324_157,CS301,2023-24,29.9,21.2,9.0,65.0,78.5,AB
202324_158,CS301,2023-24,14.0,24.6,7.7,77.8,70.4,AB
202324_159,CS301,2023-24,9.9,20.5,10.0,80.7,68.5,BC
202324_160,CS301,2023-24,20.9,30.0,7.8,76.0,78.8,A
202324_161,CS301,2023-24,22.1,17.5,9.4,68.2,70.5,AB
202324_162,CS301,2023-24,29.8,30.0,8.9,74.9,86.1,A
202324_163,CS301,2023-24,14.7,16.1,6.5,57.3,57.0,C
202324_164,CS301,2023-24,15.3,19.5,7.9,39.8,47.6,CD
202324_165,CS301,2023-24,28.1,22.4,6.2,68.3,72.1,AB
202324_166,CS301,2023-24,25.9,22.2,7.8,63.3,71.2,AB
202324_167,CS301,2023-24,22.7,29.6,10.0,62.6,80.9,A
202324_168,CS301,2023-24,13.1,20.9,8.2,63.5,62.3,BC
202324_169,CS301,2023-24,18.2,22.1,10.0,62.4,70.8,AB
202324_170,CS301,2023-24,11.7,19.3,5.8,52.9,53.0,CD
202324_171,CS301,2023-24,27.3,27.0,9.1,68.4,78.4,AB
202324_172,CS301,2023-24,18.7,13.9,8.0,58.2,58.2,C
202324_173,CS301,2023-24,27.9,30.0,5.1,87.4,87.0,A
202324_174,CS301,2023-24,18.1,11.9,4.4,56.3,54.1,C
202324_175,CS301,2023-24,21.2,22.4,6.9,77.7,78.3,AB
202324_176,CS301,2023-24,18.5,19.7,7.7,47.3,57.7,C
202324_177,CS301,2023-24,25.8,21.5,9.6,73.4,80.9,A
202324_178,CS301,2023-24,20.1,15.6,7.2,69.7,63.4,BC
202324_179,CS301,2023-24,24.0,21.5,10.0,76.8,77.7,AB
202324_180,CS301,2023-24,23.6,15.5,9.2,48.0,57.4,C
202324_181,CS301,2023-24,21.8,13.2,9.3,33.0,50.0,CD
202324_182,CS301,2023-24,15.0,21.4,7.1,74.1,67.5,BC
202324_183,CS301,2023-24,23.1,23.5,7.2,68.9,74.5,AB
202324_184,CS301,2023-24,27.6,20.9,10.0,71.6,75.8,AB
202324_185,CS301,2023-24,24.0,28.8,8.8,52.7,70.5,AB
202324_186,CS301,2023-24,25.9,21.4,7.4,56.9,69.1,BC
202324_187,CS301,2023-24,18.1,24.4,9.7,41.9,53.8,C
202324_188,CS301,2023-24,21.5,25.2,9.2,96.6,93.9,A
202324_189,CS301,2023-24,17.8,11.4,4.6,47.5,47.2,CD
202324_190,CS301,2023-24,22.5,20.8,10.0,58.6,63.1,BC
202324_191,CS301,2023-24,7.9,14.8,7.1,55.0,50.1,CD
202324_192,CS301,2023-24,11.7,7.5,4.0,50.8,42.3,D
202324_193,CS301,2023-24,13.3,25.5,9.1,67.8,68.7,BC
202324_194,CS301,2023-24,18.9,18.7,8.0,73.9,72.5,AB
202324_195,CS301,2023-24,17.1,12.7,5.2,54.9,54.4,C
202324_196,CS301,2023-24,23.0,25.5,9.9,56.9,71.4,AB
202324_197,CS301,2023-24,30.0,29.6,10.0,97.1,99.4,A
202324_198,CS301,2023-24,12.1,14.7,9.7,47.8,51.2,CD
202324_199,CS301,2023-24,25.9,15.0,7.8,65.9,72.5,AB
202324_200,CS301,2023-24,10.2,23.4,8.9,54.1,54.7,C
202324_001,EC204,2023-24,19.4,16.2,6.5,47.3,53.9,C
202324_002,EC204,2023-24,18.5,20.7,6.4,47.4,55.0,C
202324_003,EC204,2023-24,20.6,17.2,7.6,44.7,54.7,C
202324_004,EC204,2023-24,22.4,24.2,7.1,73.0,76.4,AB
202324_005,EC204,2023-24,15.9,19.0,8.5,62.5,66.2,BC
202324_006,EC204,2023-24,20.6,26.9,7.6,52.8,67.1,BC
202324_007,EC204,2023-24,11.6,9.7,4.9,40.9,39.8,D
202324_008,EC204,2023-24,22.7,20.1,5.2,68.8,71.9,AB
202324_009,EC204,2023-24,22.0,18.3,9.0,90.4,80.4,A
202324_010,EC204,2023-24,23.1,23.7,7.1,36.2,59.0,BC
202324_011,EC204,2023-24,30.0,27.3,8.8,71.5,82.0,A
202324_012,EC204,2023-24,26.3,27.4,4.4,74.1,78.3,A
202324_013,EC204,2023-24,18.1,21.7,7.8,66.7,67.4,BC
202324_014,EC204,2023-24,16.3,19.6,8.2,49.4,56.7,C
202324_015,EC204,2023-24,13.0,23.1,9.9,43.3,54.7,C
202324_016,EC204,2023-24,13.4,4.5,2.9,39.8,38.2,D
202324_017,EC204,2023-24,14.7,20.4,9.6,45.6,54.0,C
202324_018,EC204,2023-24,24.1,14.4,9.9,45.1,56.2,C
202324_019,EC204,2023-24,13.9,18.2,6.1,49.6,57.6,C
202324_020,EC204,2023-24,11.4,17.0,9.0,56.1,58.4,C
202324_021,EC204,2023-24,22.1,16.2,6.5,59.6,55.9,C
202324_022,EC204,2023-24,4.6,13.7,5.6,51.4,42.0,CD
202324_023,EC204,2023-24,13.0,9.4,7.6,39.1,37.6,D
202324_024,EC204,2023-24,30.0,26.8,7.0,67.4,76.1,AB
202324_025,EC204,2023-24,23.9,16.0,10.0,77.0,67.2,BC
202324_026,EC204,2023-24,11.5,18.3,9.1,60.2,58.6,C
202324_027,EC204,2023-24,19.7,18.5,10.0,57.6,61.4,BC
202324_028,EC204,2023-24,22.2,17.2,8.3,61.5,65.5,BC
202324_029,EC204,2023-24,17.1,17.5,3.0,52.1,48.0,CD
202324_030,EC204,2023-24,25.2,15.8,8.3,52.9,62.3,BC
202324_031,EC204,2023-24,12.0,16.4,7.4,47.2,48.9,CD
202324_032,EC204,2023-24,28.2,15.6,7.0,69.9,75.0,AB
202324_033,EC204,2023-24,18.5,19.7,9.8,59.2,68.4,AB
202324_034,EC204,2023-24,24.2,17.4,8.4,59.0,67.6,BC
202324_035,EC204,2023-24,14.2,14.9,8.7,52.7,53.6,C
202324_036,EC204,2023-24,25.6,21.8,7.9,51.7,70.4,AB
202324_037,EC204,2023-24,22.0,19.4,8.9,72.1,68.7,AB
202324_038,EC204,2023-24,19.1,17.8,4.9,52.9,52.5,C
202324_039,EC204,2023-24,12.1,9.6,10.0,45.6,47.1,CD
202324_040,EC204,2023-24,15.0,21.4,5.9,51.9,61.8,BC
202324_041,EC204,2023-24,25.0,29.5,6.2,63.1,73.6,AB
202324_042,EC204,2023-24,13.3,27.0,8.3,42.3,55.9,C
202324_043,EC204,2023-24,3.2,7.9,6.1,33.9,26.9,F
202324_044,EC204,2023-24,17.6,23.3,8.9,54.4,65.7,BC
202324_045,EC204,2023-24,25.6,15.1,10.0,80.9,80.0,A
202324_046,EC204,2023-24,9.6,18.9,4.9,54.5,53.1,C
202324_047,EC204,2023-24,21.5,25.0,4.4,53.9,60.8,BC
202324_048,EC204,2023-24,22.8,20.4,10.0,65.3,69.7,AB
202324_049,EC204,2023-24,15.2,27.4,6.7,57.4,60.5,BC
202324_050,EC204,2023-24,15.7,20.0,6.5,58.0,59.5,BC
202324_051,EC204,2023-24,20.1,16.9,10.0,75.6,69.8,AB
202324_052,EC204,2023-24,15.7,20.5,8.1,51.7,55.2,C
202324_053,EC204,2023-24,23.6,15.1,7.3,61.0,62.5,BC
202324_054,EC204,2023-24,24.9,25.3,10.0,66.5,75.5,AB
202324_055,EC204,2023-24,16.2,9.6,8.8,33.5,41.4,CD
202324_056,EC204,2023-24,19.9,9.1,7.7,33.8,45.2,CD
202324_057,EC204,2023-24,18.3,14.9,10.0,43.1,53.9,C
202324_058,EC204,2023-24,20.4,21.2,5.4,44.7,54.8,C
202324_059,EC204,2023-24,21.1,20.3,10.0,37.3,56.7,C
202324_060,EC204,2023-24,24.9,10.2,6.3,53.5,54.0,C
202324_061,EC204,2023-24,28.5,18.3,9.8,81.1,81.8,A
202324_062,EC204,2023-24,18.0,17.9,7.7,55.0,59.4,BC
202324_063,EC204,2023-24,19.9,13.5,6.5,40.6,45.3,CD
202324_064,EC204,2023-24,15.9,6.6,9.2,30.6,41.9,CD
202324_065,EC204,2023-24,15.7,25.4,8.8,45.2,56.6,C
202324_066,EC204,2023-24,10.4,9.8,7.1,31.9,36.8,D
202324_067,EC204,2023-24,23.6,18.8,6.3,67.5,71.2,AB
202324_068,EC204,2023-24,20.6,18.6,8.7,67.0,70.7,AB
202324_069,EC204,2023-24,12.5,10.6,6.8,28.0,36.3,D
202324_070,EC204,2023-24,19.8,25.3,8.7,72.4,74.0,AB
202324_071,EC204,2023-24,20.1,30.0,10.0,88.7,90.1,A
202324_072,EC204,2023-24,20.4,18.2,3.6,76.2,69.2,AB
202324_073,EC204,2023-24,20.8,12.3,7.8,81.0,68.8,AB
202324_074,EC204,2023-24,26.4,30.0,10.0,65.9,78.6,A
202324_075,EC204,2023-24,22.1,16.4,6.6,78.8,66.4,BC
202324_076,EC204,2023-24,14.7,24.8,6.1,48.7,57.1,C
202324_077,EC204,2023-24,12.8,7.6,6.6,45.0,42.5,CD
202324_078,EC204,2023-24,24.1,24.7,3.0,71.6,74.2,AB
202324_079,EC204,2023-24,18.5,26.9,6.0,49.8,62.1,BC
202324_080,EC204,2023-24,20.7,16.4,7.1,57.3,63.8,BC
202324_081,EC204,2023-24,8.5,11.2,8.9,25.6,33.1,D
202324_082,EC204,2023-24,25.4,21.4,6.5,56.4,68.8,AB
202324_083,EC204,2023-24,24.1,14.5,7.4,63.5,63.6,BC
202324_084,EC204,2023-24,16.4,15.4,10.0,49.8,58.1,C
202324_085,EC204,2023-24,19.2,13.4,8.7,47.0,50.2,C
202324_086,EC204,2023-24,12.7,14.3,7.4,55.5,53.7,C
202324_087,EC204,2023-24,26.2,27.0,8.1,74.8,76.0,AB
202324_088,EC204,2023-24,19.8,18.0,6.9,32.1,47.5,CD
202324_089,EC204,2023-24,13.9,12.4,6.4,42.6,46.3,CD
202324_090,EC204,2023-24,17.7,21.3,7.3,50.6,57.3,C
202324_091,EC204,2023-24,7.6,17.7,9.1,57.3,52.0,C
202324_092,EC204,2023-24,11.7,11.3,5.2,55.5,50.4,C
202324_093,EC204,2023-24,15.3,15.3,10.0,41.1,50.7,C
202324_094,EC204,2023-24,9.0,13.2,5.8,31.4,35.1,D
202324_095,EC204,2023-24,26.2,20.7,10.0,52.1,67.5,BC
202324_096,EC204,2023-24,21.0,20.2,10.0,58.7,73.4,AB
202324_097,EC204,2023-24,11.7,13.0,8.0,59.8,57.3,C
202324_098,EC204,2023-24,14.3,27.3,5.0,53.2,62.2,BC
202324_099,EC204,2023-24,16.0,7.1,8.5,41.9,46.0,CD
202324_100,EC204,2023-24,27.3,22.0,9.1,60.4,72.6,AB
202324_101,EC204,2023-24,16.3,26.1,8.6,40.6,51.2,C
202324_102,EC204,2023-24,11.9,14.8,6.1,32.9,38.6,D
202324_103,EC204,2023-24,17.2,22.1,6.0,59.7,60.8,BC
202324_104,EC204,2023-24,20.0,19.2,9.0,43.7,52.3,C
202324_105,EC204,2023-24,18.0,13.7,5.6,60.8,54.2,C
202324_106,EC204,2023-24,0.0,2.3,6.1,37.1,21.2,F
202324_107,EC204,2023-24,26.0,22.7,10.0,63.9,74.3,AB
202324_108,EC204,2023-24,20.4,12.1,7.3,44.0,53.0,C
202324_109,EC204,2023-24,15.2,15.8,6.4,64.2,62.0,BC
202324_110,EC204,2023-24,20.4,21.5,7.8,75.4,74.5,AB
202324_111,EC204,2023-24,18.5,27.4,9.2,62.1,68.4,AB
202324_112,EC204,2023-24,12.3,25.6,3.8,53.0,50.8,C
202324_113,EC204,2023-24,25.1,24.7,8.7,65.8,70.3,AB
202324_114,EC204,2023-24,13.7,19.0,8.0,66.2,59.7,BC
202324_115,EC204,2023-24,15.7,14.9,10.0,54.8,55.6,C
202324_116,EC204,2023-24,21.8,18.2,7.6,49.0,58.3,C
202324_117,EC204,2023-24,18.4,29.2,7.8,60.0,67.1,BC
202324_118,EC204,2023-24,19.5,14.1,8.6,41.8,52.8,C
202324_119,EC204,2023-24,23.4,11.8,8.3,56.1,59.3,BC
202324_120,EC204,2023-24,3.5,14.0,3.8,41.0,36.0,D
202324_121,EC204,2023-24,22.1,23.8,7.0,70.6,75.7,AB
202324_122,EC204,2023-24,24.9,18.1,10.0,82.1,76.8,A
202324_123,EC204,2023-24,15.7,18.3,6.7,39.9,50.3,C
202324_124,EC204,2023-24,18.0,19.1,7.4,64.4,64.2,BC
202324_125,EC204,2023-24,16.2,14.5,10.0,42.2,50.7,C
202324_126,EC204,2023-24,15.9,10.4,3.8,48.8,48.0,CD
202324_127,EC204,2023-24,16.9,17.3,4.6,32.0,45.6,CD
202324_128,EC204,2023-24,20.0,16.8,6.3,56.2,56.7,C
202324_129,EC204,2023-24,16.3,15.1,7.8,64.9,60.8,BC
202324_130,EC204,2023-24,17.7,10.9,6.8,42.3,47.8,CD
202324_131,EC204,2023-24,28.0,22.3,10.0,57.1,71.4,AB
202324_132,EC204,2023-24,20.5,20.5,7.8,66.6,69.9,AB
202324_133,EC204,2023-24,30.0,22.8,9.7,62.8,77.0,A
202324_134,EC204,2023-24,19.6,12.8,7.6,58.8,63.2,BC
202324_135,EC204,2023-24,20.8,17.6,6.8,56.2,56.7,C
202324_136,EC204,2023-24,19.9,14.3,4.1,64.0,58.6,C
202324_137,EC204,2023-24,23.0,21.0,10.0,43.4,58.8,C
202324_138,EC204,2023-24,14.6,12.1,9.5,85.2,71.4,AB
202324_139,EC204,2023-24,19.0,15.9,7.5,70.9,62.2,BC
202324_140,EC204,2023-24,27.9,21.6,9.6,62.9,74.8,AB
202324_141,EC204,2023-24,15.6,20.5,8.8,33.7,48.2,CD
202324_142,EC204,2023-24,18.4,16.9,6.6,54.0,55.3,C
202324_143,EC204,2023-24,22.3,22.4,6.9,41.7,53.9,C
202324_144,EC204,2023-24,7.7,17.5,7.8,42.5,44.7,CD
202324_145,EC204,2023-24,12.0,18.6,7.1,47.9,54.1,C
202324_146,EC204,2023-24,17.9,23.5,6.8,52.9,60.7,BC
202324_147,EC204,2023-24,13.5,16.9,9.6,61.7,62.3,BC
202324_148,EC204,2023-24,16.9,17.4,8.1,70.3,70.3,AB
202324_149,EC204,2023-24,12.6,19.4,7.7,58.9,59.1,BC
202324_150,EC204,2023-24,18.4,20.5,9.1,42.3,54.8,C
202324_151,EC204,2023-24,15.6,20.5,9.3,42.0,55.6,C
202324_152,EC204,2023-24,15.2,23.1,6.3,56.0,58.6,C
202324_153,EC204,2023-24,20.7,15.9,9.8,61.6,63.7,BC
202324_154,EC204,2023-24,20.2,11.1,4.7,34.5,38.9,D
202324_155,EC204,2023-24,24.2,22.8,8.3,70.1,77.0,A
202324_156,EC204,2023-24,20.1,18.1,7.3,72.1,67.9,AB
202324_157,EC204,2023-24,21.9,26.1,6.8,59.7,69.2,AB
202324_158,EC204,2023-24,18.0,18.8,10.0,77.4,70.7,AB
202324_159,EC204,2023-24,11.9,13.0,5.2,51.0,48.4,CD
202324_160,EC204,2023-24,30.0,24.1,5.5,67.2,73.2,AB
202324_161,EC204,2023-24,14.8,11.4,9.9,46.7,50.3,C
202324_162,EC204,2023-24,27.0,19.3,10.0,84.9,85.5,A
202324_163,EC204,2023-24,19.7,20.0,4.3,40.5,52.9,C
202324_164,EC204,2023-24,9.6,16.0,6.1,46.6,46.4,CD
202324_165,EC204,2023-24,25.7,23.1,10.0,56.7,66.5,BC
202324_166,EC204,2023-24,21.0,11.0,6.9,49.3,60.4,BC
202324_167,EC204,2023-24,29.2,20.9,10.0,74.7,85.1,A
202324_168,EC204,2023-24,19.1,15.6,5.0,56.5,58.1,C
202324_169,EC204,2023-24,15.4,25.1,8.9,54.9,61.5,BC
202324_170,EC204,2023-24,10.4,10.4,8.3,52.0,47.8,CD
202324_171,EC204,2023-24,28.1,22.0,10.0,91.0,87.6,A
202324_172,EC204,2023-24,18.6,18.6,7.4,61.1,66.0,BC
202324_173,EC204,2023-24,21.1,19.6,7.8,57.8,64.5,BC
202324_174,EC204,2023-24,5.0,19.1,6.6,35.6,38.5,D
202324_175,EC204,2023-24,22.6,17.6,9.6,61.1,65.8,BC
202324_176,EC204,2023-24,20.8,7.9,7.2,46.2,52.3,C
202324_177,EC204,2023-24,25.2,14.0,9.7,56.4,68.1,AB
202324_178,EC204,2023-24,21.2,18.7,4.9,62.9,66.8,BC
202324_179,EC204,2023-24,21.7,17.1,8.8,58.0,65.6,BC
202324_180,EC204,2023-24,23.8,16.0,7.8,46.4,56.9,C
202324_181,EC204,2023-24,16.5,18.5,6.8,32.9,38.4,D
202324_182,EC204,2023-24,20.9,22.2,8.4,52.0,63.9,BC
202324_183,EC204,2023-24,22.9,23.5,7.0,66.9,71.4,AB
202324_184,EC204,2023-24,24.0,30.0,10.0,93.3,93.0,A
202324_185,EC204,2023-24,20.4,23.9,7.9,63.6,69.4,AB
202324_186,EC204,2023-24,21.3,16.5,7.9,50.0,54.8,C
202324_187,EC204,2023-24,16.0,13.0,8.2,54.2,56.0,C
202324_188,EC204,2023-24,27.1,28.7,9.7,68.2,82.6,A
202324_189,EC204,2023-24,15.3,15.8,5.9,47.0,51.9,C
202324_190,EC204,2023-24,21.8,19.4,10.0,61.0,70.3,AB
202324_191,EC204,2023-24,19.1,11.1,7.2,57.2,57.5,C
202324_192,EC204,2023-24,11.1,14.0,3.2,36.9,37.4,D
202324_193,EC204,2023-24,13.3,15.2,6.2,70.8,60.4,BC
202324_194,EC204,2023-24,19.1,19.8,8.0,68.3,68.3,AB
202324_195,EC204,2023-24,19.7,25.5,5.5,50.1,60.9,BC
202324_196,EC204,2023-24,12.0,16.2,9.4,77.9,69.6,AB
202324_197,EC204,2023-24,30.0,24.2,7.7,88.7,89.8,A
202324_198,EC204,2023-24,16.5,11.8,6.7,40.7,51.1,C
202324_199,EC204,2023-24,23.1,25.6,8.3,78.5,85.5,A
202324_200,EC204,2023-24,19.9,16.1,4.1,66.9,61.8,BC
202324_001,ME210,2023-24,6.0,21.6,6.5,54.5,54.1,CD
202324_002,ME210,2023-24,24.7,24.9,6.4,49.7,67.0,BC
202324_003,ME210,2023-24,17.2,22.0,10.0,64.6,69.7,BC
202324_004,ME210,2023-24,24.3,26.1,9.3,84.4,80.2,AB
202324_005,ME210,2023-24,22.8,29.7,9.3,75.1,81.4,AB
202324_006,ME210,2023-24,20.1,11.7,10.0,45.2,50.9,CD
202324_007,ME210,2023-24,14.6,21.6,4.5,34.9,45.6,D
202324_008,ME210,2023-24,12.9,11.8,9.1,58.2,57.1,C
202324_009,ME210,2023-24,24.5,25.3,6.2,85.9,83.1,A
202324_010,ME210,2023-24,21.8,20.3,6.4,70.1,72.3,BC
202324_011,ME210,2023-24,27.4,24.0,8.1,74.1,80.2,AB
202324_012,ME210,2023-24,30.0,30.0,10.0,86.2,89.9,A
202324_013,ME210,2023-24,21.8,20.0,9.7,73.0,67.7,BC
202324_014,ME210,2023-24,15.9,20.8,8.9,67.2,67.3,BC
202324_015,ME210,2023-24,12.8,12.8,8.0,52.3,50.7,CD
202324_016,ME210,2023-24,13.9,14.9,3.4,46.0,43.2,D
202324_017,ME210,2023-24,24.4,18.6,7.5,55.7,59.8,C
202324_018,ME210,2023-24,12.1,20.4,9.1,61.9,59.9,C
202324_019,ME210,2023-24,19.1,17.7,9.5,66.0,66.5,BC
202324_020,ME210,2023-24,14.7,17.7,10.0,63.4,64.9,C
202324_021,ME210,2023-24,13.4,21.0,6.8,64.4,62.4,C
202324_022,ME210,2023-24,18.7,19.4,7.7,63.3,68.8,BC
202324_023,ME210,2023-24,17.6,13.4,8.8,53.7,53.7,CD
202324_024,ME210,2023-24,26.2,20.5,10.0,65.1,75.9,AB
202324_025,ME210,2023-24,29.2,27.9,10.0,83.2,89.8,A
202324_026,ME210,2023-24,15.7,17.6,8.5,41.9,53.3,CD
202324_027,ME210,2023-24,20.1,25.1,8.8,54.4,65.0,C
202324_028,ME210,2023-24,30.0,20.0,9.3,74.1,82.4,A
202324_029,ME210,2023-24,17.3,10.9,6.7,62.3,57.4,C
202324_030,ME210,2023-24,27.2,21.9,7.0,58.9,67.5,BC
202324_031,ME210,2023-24,17.8,14.8,4.1,52.3,51.9,CD
202324_032,ME210,2023-24,16.5,23.0,8.2,63.4,65.7,BC
202324_033,ME210,2023-24,11.6,16.8,10.0,54.9,57.6,C
202324_034,ME210,2023-24,21.0,26.1,9.5,78.1,77.0,AB
202324_035,ME210,2023-24,22.3,17.3,4.6,64.5,63.2,C
202324_036,ME210,2023-24,25.5,23.0,7.2,66.8,73.8,AB
202324_037,ME210,2023-24,28.2,25.0,10.0,66.6,78.9,AB
202324_038,ME210,2023-24,16.0,20.7,4.1,47.2,55.5,CD
202324_039,ME210,2023-24,23.6,17.6,9.2,69.6,73.4,BC
202324_040,ME210,2023-24,16.9,22.7,8.1,68.4,68.7,BC
202324_041,ME210,2023-24,24.9,20.5,10.0,63.7,72.7,BC
202324_042,ME210,2023-24,16.7,22.9,7.4,60.9,65.0,C
202324_043,ME210,2023-24,7.6,8.3,8.8,33.7,37.2,F
202324_044,ME210,2023-24,26.9,16.2,9.5,62.5,64.9,C
202324_045,ME210,2023-24,22.0,25.1,9.4,76.3,78.2,AB
202324_046,ME210,2023-24,8.6,10.7,3.1,39.5,32.0,F
202324_047,ME210,2023-24,23.8,26.3,4.2,66.4,74.0,AB
202324_048,ME210,2023-24,23.0,30.0,10.0,72.8,81.6,AB
202324_049,ME210,2023-24,30.0,20.6,8.9,65.9,75.1,AB
202324_050,ME210,2023-24,25.6,24.2,6.7,74.9,79.7,AB
202324_051,ME210,2023-24,19.0,13.2,7.4,81.3,70.6,BC
202324_052,ME210,2023-24,16.2,22.2,9.9,54.2,59.8,C
202324_053,ME210,2023-24,14.2,17.6,8.6,47.8,53.5,CD
202324_054,ME210,2023-24,19.1,20.2,9.8,48.1,59.1,C
202324_055,ME210,2023-24,15.7,11.1,8.7,49.0,46.7,D
202324_056,ME210,2023-24,20.2,18.4,6.8,42.7,52.1,CD
202324_057,ME210,2023-24,24.7,24.7,8.7,64.3,73.2,BC
202324_058,ME210,2023-24,20.6,19.9,10.0,61.9,67.6,BC
202324_059,ME210,2023-24,23.8,21.0,10.0,56.8,64.6,C
202324_060,ME210,2023-24,18.3,24.3,8.1,37.0,57.9,C
202324_061,ME210,2023-24,20.8,19.4,10.0,70.5,71.8,BC
202324_062,ME210,2023-24,26.2,10.7,5.7,61.9,61.3,C
202324_063,ME210,2023-24,19.5,22.2,9.1,57.5,66.5,BC
202324_064,ME210,2023-24,12.1,8.5,10.0,27.4,35.5,F
202324_065,ME210,2023-24,9.6,22.4,7.3,61.5,60.6,C
202324_066,ME210,2023-24,13.9,13.6,7.8,61.8,56.1,CD
202324_067,ME210,2023-24,25.2,24.5,6.7,68.7,71.9,BC
202324_068,ME210,2023-24,18.0,27.8,8.7,57.5,69.4,BC
202324_069,ME210,2023-24,10.7,9.1,7.7,47.0,48.1,CD
202324_070,ME210,2023-24,27.8,22.0,10.0,58.5,74.2,AB
202324_071,ME210,2023-24,22.8,27.4,10.0,91.0,91.3,A
202324_072,ME210,2023-24,25.3,27.7,9.3,65.0,75.9,AB
202324_073,ME210,2023-24,17.1,16.5,7.6,41.6,46.8,D
202324_074,ME210,2023-24,27.6,25.8,10.0,78.9,88.8,A
202324_075,ME210,2023-24,14.1,20.6,7.7,62.2,67.0,BC
202324_076,ME210,2023-24,20.5,16.8,8.9,55.9,65.6,BC
202324_077,ME210,2023-24,27.9,19.4,7.6,55.2,65.9,BC
202324_078,ME210,2023-24,29.1,19.1,9.4,63.0,70.2,BC
202324_079,ME210,2023-24,17.3,29.9,8.1,68.3,71.0,BC
202324_080,ME210,2023-24,23.9,14.0,6.3,53.8,54.3,CD
202324_081,ME210,2023-24,12.0,12.5,6.8,24.2,34.9,F
202324_082,ME210,2023-24,27.2,21.7,8.2,62.1,75.9,AB
202324_083,ME210,2023-24,21.5,26.6,5.6,67.4,71.0,BC
202324_084,ME210,2023-24,7.1,12.9,9.6,53.5,50.4,CD
202324_085,ME210,2023-24,12.4,24.9,8.8,70.0,72.1,BC
202324_086,ME210,2023-24,22.0,21.8,6.9,62.0,66.1,BC
202324_087,ME210,2023-24,24.4,25.3,7.5,73.5,82.5,A
202324_088,ME210,2023-24,13.7,13.7,8.5,54.4,58.9,C
202324_089,ME210,2023-24,9.9,15.5,10.0,43.1,48.2,CD
202324_090,ME210,2023-24,12.3,16.6,8.2,57.6,54.8,CD
202324_091,ME210,2023-24,20.3,25.9,9.6,59.6,71.9,BC
202324_092,ME210,2023-24,24.3,12.2,6.8,57.2,58.9,C
202324_093,ME210,2023-24,22.5,19.1,9.1,50.7,59.4,C
202324_094,ME210,2023-24,22.7,12.6,6.2,37.8,51.9,CD
202324_095,ME210,2023-24,30.0,22.8,9.9,67.3,81.7,AB
202324_096,ME210,2023-24,28.3,27.2,10.0,91.7,93.2,A
202324_097,ME210,2023-24,24.1,19.2,10.0,58.8,65.1,BC
202324_098,ME210,2023-24,21.5,25.2,5.4,64.4,65.6,BC
202324_099,ME210,2023-24,19.7,13.0,8.1,51.7,56.0,CD
202324_100,ME210,2023-24,28.7,28.9,6.4,78.5,82.9,A
202324_101,ME210,2023-24,26.1,30.0,10.0,61.3,77.2,AB
202324_102,ME210,2023-24,13.8,14.1,7.2,53.3,55.0,CD
202324_103,ME210,2023-24,17.9,28.7,5.1,53.1,64.6,C
202324_104,ME210,2023-24,21.0,19.4,8.8,64.0,71.2,BC
202324_105,ME210,2023-24,21.1,12.5,9.7,52.4,55.9,CD
202324_106,ME210,2023-24,15.8,12.2,7.9,37.1,44.3,D
202324_107,ME210,2023-24,18.4,28.0,10.0,77.4,81.6,AB
202324_108,ME210,2023-24,24.0,13.5,8.4,38.4,53.7,CD
202324_109,ME210,2023-24,18.5,18.4,9.9,69.1,73.0,BC
202324_110,ME210,2023-24,24.8,27.9,8.2,81.4,85.0,A
202324_111,ME210,2023-24,18.5,21.9,8.9,56.9,68.9,BC
202324_112,ME210,2023-24,27.2,19.8,5.4,46.2,61.2,C
202324_113,ME210,2023-24,26.9,26.5,7.6,72.7,82.2,AB
202324_114,ME210,2023-24,19.6,24.7,7.4,70.6,71.4,BC
202324_115,ME210,2023-24,25.0,19.8,10.0,63.7,71.8,BC
202324_116,ME210,2023-24,20.6,18.9,7.7,60.4,66.6,BC
202324_117,ME210,2023-24,23.0,19.6,10.0,87.4,86.1,A
202324_118,ME210,2023-24,19.7,22.3,7.4,48.3,61.5,C
